"individual","status","MDS1","MDS2","pred_immigrant","pred_resident"
"Wytham_UK_TK27532","resident",-0.121831883650783,0.0700992157749026,0,1
"Wytham_UK_VF63055","resident",-0.088659676472021,-0.0681520144154004,1,0
"Wytham_UK_VT33550","resident",-0.192106138495911,0.239021511573001,0,1
"Wytham_UK_TK27434","resident",-0.015321768431628,-0.104961111193694,0.62,0.38
"Wytham_UK_TC59922","resident",-0.167018184929151,0.164851921192642,0,1
"Wytham_UK_VF63832","resident",-0.0915970895221006,-0.00536353631356102,0.86,0.14
"Wytham_UK_TB21507","resident",0.10851824380058,0.123381739634146,0.98,0.02
"Wytham_UK_TJ24810","resident",-0.106588133749647,-0.030395900659578,0,1
"Wytham_UK_VF64753","resident",-0.087273188739762,-0.129420230110521,0.02,0.98
"Wytham_UK_TL36477","resident",-0.0978697587667218,-0.0748020150071014,0.46,0.54
"Wytham_UK_VS83127","resident",-0.0921734769026231,-0.0809696238887272,0,1
"Wytham_UK_TA16054","resident",0.139673063222074,-0.0729532895359336,0.88,0.12
"Wytham_UK_TL37574","resident",0.00716406209955323,-0.0846177498576252,0.92,0.08
"Wytham_UK_TB26723","resident",-0.0717505581279542,-0.0925228235887869,0,1
"Wytham_UK_VT33143","resident",-0.156095009063215,0.205902399083673,0,1
"Wytham_UK_TB26693","resident",-0.0731913885302791,-0.0989660444443943,0.32,0.68
"Wytham_UK_TC59312","resident",-0.0957460382002941,-0.0261128575448145,0,1
"Wytham_UK_TC58142","resident",0.0478391794962656,-0.0704714104767454,0.98,0.02
"Wytham_UK_TC58178","resident",-0.136492786087639,0.108565794477127,0.02,0.98
"Wytham_UK_TK27442","resident",-0.172661572185424,0.188630601822205,0,1
"Wytham_UK_TA16029","resident",-0.0924183275091324,-0.0530118762219287,1,0
"Wytham_UK_VT33419","resident",-0.147391214635785,0.042141303006531,0,1
"Wytham_UK_TK26156","resident",-0.178223634666118,0.19046036815451,0,1
"Wytham_UK_TK26373","resident",-0.0913124258674428,-0.119257172128306,1,0
"Wytham_UK_TC59847","resident",-0.091606955057942,-0.124573838747863,0.08,0.92
"Wytham_UK_TC58161","resident",-0.102594185864347,0.108646560587443,0,1
"Wytham_UK_TK25796","resident",-0.218398793994348,0.321426847985633,0,1
"Wytham_UK_TL37748","resident",-0.119723292336882,0.0586365307069947,0,1
"Wytham_UK_TB27233","resident",-0.0942145521360531,-0.0649126178749694,1,0
"Wytham_UK_TC58788","resident",-0.13145132769187,0.105293946694023,0,1
"Wytham_UK_TK25890","resident",-0.0771458861645468,-0.143464167747074,0.26,0.74
"Wytham_UK_TC58235","resident",-0.133065721282899,0.133632824692969,0.14,0.86
"Wytham_UK_TK25612","resident",-0.0571205854135237,-0.136145131045776,0,1
"Wytham_UK_VF63451","resident",-0.208873752154042,0.284813915761615,0,1
"Wytham_UK_TC59093","resident",-0.142132660084328,0.0783455051093469,0,1
"Wytham_UK_TB26845","resident",-0.0921082908300421,-0.0924000117265446,0,1
"Wytham_UK_TA16664","resident",-0.0827851674075207,-0.0800858251997988,0,1
"Wytham_UK_TC58046","resident",-0.0948610861696973,-0.0876541787025682,0.92,0.08
"Wytham_UK_TK25763","resident",-0.0418731323684354,-0.144559335757282,0,1
"Wytham_UK_TR42233","resident",-0.10372388605858,-0.0776268742004465,0,1
"Wytham_UK_TL37495","resident",-0.179276183793155,0.191657110084705,0,1
"Wytham_UK_TP41663","resident",-0.177153309698145,0.190170137926704,0,1
"Wytham_UK_TC58014","resident",-0.130383236209064,0.0454584704632865,0.02,0.98
"Wytham_UK_TA16514","resident",-0.0931846233635296,-0.0867682436935928,0,1
"Wytham_UK_TL38226","resident",-0.125251104039488,0.0459841311193685,0,1
"Wytham_UK_TL36340","resident",-0.0995687511370699,-0.114650528114171,0.08,0.92
"Wytham_UK_TB26699","resident",0.0037317529098678,-0.0681143008288491,0.96,0.04
"Wytham_UK_VF63063","resident",-0.127847301175054,0.0708468184697335,0,1
"Wytham_UK_TC58284","resident",-0.12060520036404,0.0151270731899832,0,1
"Wytham_UK_TJ24715","resident",-0.12998869726229,0.0758993262669275,0,1
"Wytham_UK_TK25618","resident",0.0689524649550919,-0.118133651454133,1,0
"Wytham_UK_TC59190","resident",-0.0419448443375258,-0.116337010115372,1,0
"Wytham_UK_VT33486","resident",-0.164246280032089,0.173850697911173,0,1
"Wytham_UK_TJ26128","resident",0.203207687310426,0.00945081044597994,1,0
"Wytham_UK_TK27150","resident",-0.132151609856127,0.0623728887475462,0,1
"Wytham_UK_TL37582","resident",-0.1052171713075,-0.0676776321833322,0,1
"Wytham_UK_TC59690","resident",0.181456225521353,-0.0645876656060985,1,0
"Wytham_UK_TC58585","resident",-0.112987580311683,-0.110198551296146,0,1
"Wytham_UK_VT33853","resident",-0.10548847263697,-0.0858049076151614,1,0
"Wytham_UK_TB26361","resident",-0.0505762577114651,0.0479896318219925,0.46,0.54
"Wytham_UK_TA16008","resident",-0.135731995553925,0.0780104581373941,0,1
"Wytham_UK_TK26525","resident",-0.0498669933043503,-0.0516923836145751,0.7,0.3
"Wytham_UK_TE80041","resident",0.0102436611994489,-0.103354571746971,0,1
"Wytham_UK_TB26734","resident",0.0563160983329872,-0.0854723317671152,0.22,0.78
"Wytham_UK_TB26298","resident",-0.0092423960827514,-0.116883582187084,0.5,0.5
"Wytham_UK_TC59623","resident",-0.132823414093143,0.0608187531280937,0,1
"Wytham_UK_TC59652","resident",-0.144307403947757,0.0433151687382806,0,1
"Wytham_UK_TA16185","resident",-0.0586589761042128,-0.0584989826125533,0.04,0.96
"Wytham_UK_TK25624","resident",-0.117524246656735,-0.0307674414587685,0,1
"Wytham_UK_TB26744","resident",-0.1069130049764,-0.0265928068090572,0.02,0.98
"Wytham_UK_TK26210","resident",0.00309908509463822,-0.112267546964965,0.1,0.9
"Wytham_UK_VT33529","resident",-0.0938259331046961,0.0179016722185588,1,0
"Wytham_UK_TA16800","resident",-0.0612255738128572,-0.028335331925568,0.16,0.84
"Wytham_UK_TL39600","resident",-0.0971542237403707,-0.116289625485134,1,0
"Wytham_UK_TK25676","resident",0.354324900702709,0.0415194502785917,1,0
"Wytham_UK_TL37531","resident",-0.186160090244117,0.222768962954497,0,1
"Wytham_UK_TK26980","resident",-0.199716383115512,0.237256392504329,0,1
"Wytham_UK_VF63170","resident",-0.0444752088129396,-0.102294991508682,0.1,0.9
"Wytham_UK_TC58878","resident",0.149835724370923,-0.105145552764651,1,0
"Wytham_UK_TB26296","resident",-0.211943513214163,0.296174080896288,0,1
"Wytham_UK_TL37131","resident",-0.101365455402933,-0.0791124556794337,0.66,0.34
"Wytham_UK_VT33530","resident",-0.178378254468839,0.206148021857559,0,1
"Wytham_UK_TE80216","resident",-0.133410661175859,0.106141152433025,0,1
"Wytham_UK_TK27628","resident",0.120968313991904,-0.0736783354015178,1,0
"Wytham_UK_TA16060","resident",-0.146418672510506,0.0244937369642754,0,1
"Wytham_UK_VT34632","resident",0.0720560167742329,0.00647030171207546,1,0
"Wytham_UK_VF64795","resident",-0.108321081454205,-0.0875191912578975,0,1
"Wytham_UK_TC58323","resident",-0.0612473965435487,-0.14233672098676,0,1
"Wytham_UK_TB26574","resident",-0.121479098079879,-0.0544963004696105,0,1
"Wytham_UK_TK27815","resident",-0.148674280810506,0.160853605009454,0.22,0.78
"Wytham_UK_TK26987","resident",-0.0990100908921142,-0.0939109747129993,0.2,0.8
"Wytham_UK_TP41544","resident",0.0223402834931655,-0.103493696507836,0.68,0.32
"Wytham_UK_TB26728","resident",-0.0881258207026007,-0.123788271254696,0.96,0.04
"Wytham_UK_VS84968","resident",-0.0401827954952515,0.00451281181323968,0.08,0.92
"Wytham_UK_TK26384","resident",0.0586186935495086,-0.0582468983454976,0.94,0.06
"Wytham_UK_TC59396","resident",-0.152480901643032,0.0777291318573103,0,1
"Wytham_UK_TC58880","resident",-0.0799034829471968,-0.0728306968115576,0.32,0.68
"Wytham_UK_TL39089","resident",-0.135144696147395,0.157012518380228,0.02,0.98
"Wytham_UK_TC59676","resident",-0.063833383638118,0.0063082921469611,0.12,0.88
"Wytham_UK_TC59254","resident",-0.0808927013006887,-0.153323261538507,0.02,0.98
"Wytham_UK_TP41623","resident",-0.165033267516915,0.18592196102325,0,1
"Wytham_UK_TL39605","resident",-0.125597515497943,0.0480970079120349,0,1
"Wytham_UK_TA16833","resident",-0.117593884190583,0.0171542046223009,0.02,0.98
"Wytham_UK_TC59927","resident",0.030320089529083,-0.0387248576358056,0.5,0.5
"Wytham_UK_TC58658","resident",-0.0612098226947404,-0.0283398331609175,0.98,0.02
"Wytham_UK_TA16577","resident",-0.178765137152497,0.219500903523347,0,1
"Wytham_UK_VR98349","resident",-0.0674268894917453,-0.107119940766766,0.1,0.9
"Wytham_UK_VF64776","resident",0.0310826890806926,-0.126390711594974,0.28,0.72
"Wytham_UK_TC59955","resident",-0.0785914291334939,-0.135065065266482,0.48,0.52
"Wytham_UK_TE79023","resident",-0.0867343369337937,0.0354489812509331,0,1
"Wytham_UK_VT33379","resident",-0.157112891536841,0.144825584224273,0,1
"Wytham_UK_TE80110","resident",-0.0715613146021363,-0.101198592669393,0.02,0.98
"Wytham_UK_TJ24861","resident",0.303431169073014,0.056392938355306,1,0
"Wytham_UK_TB27018","resident",0.158644879067567,-0.109836580073802,1,0
"Wytham_UK_TL37665","resident",-0.159147347771833,0.102770250186607,0,1
"Wytham_UK_TK26235","resident",-0.0318825627617682,-0.101197273191969,0.14,0.86
"Wytham_UK_TE80726","resident",-0.0737881209175616,-0.0697020769792391,0.5,0.5
"Wytham_UK_TC58171","resident",-0.0252852591934154,-0.147296086717912,0.1,0.9
"Wytham_UK_J644864","immigrant",-0.0702255766306094,-0.130816788168662,1,0
"Wytham_UK_K578058","immigrant",0.0281431879094733,-0.13820600775663,0.32,0.68
"Wytham_UK_N199440","immigrant",0.141098992803131,-0.0264664070602615,1,0
"Wytham_UK_N199643","immigrant",0.50352597251717,0.142204689852535,1,0
"Wytham_UK_N200998","immigrant",-0.0483449840086038,-0.120630676438861,0.9,0.1
"Wytham_UK_P439057","immigrant",0.236487373709255,0.0301082953047744,1,0
"Wytham_UK_R639009","immigrant",0.214183779418151,0.0302450744639678,1,0
"Wytham_UK_R639484","immigrant",0.366490418611955,0.123728659433984,1,0
"Wytham_UK_T176927","immigrant",0.34115158565716,0.123080174604458,1,0
"Wytham_UK_T177509","immigrant",0.493189633475087,0.137509339279458,1,0
"Wytham_UK_T177635","immigrant",0.424986176356684,0.126613041829265,1,0
"Wytham_UK_T640375","immigrant",-0.0199795174430498,0.0201356054647947,0.96,0.04
"Wytham_UK_H301159","immigrant",-0.10543888744317,-0.129891578541573,0.58,0.42
"Wytham_UK_J644840","immigrant",0.421071909867531,0.0889417432579454,1,0
"Wytham_UK_N200953","immigrant",-0.0212817276122745,-0.123972588170642,1,0
"Wytham_UK_N199111","immigrant",0.339194129304295,0.108478003384025,1,0
"Wytham_UK_N200907","immigrant",-0.101851766589873,-0.132777718470906,0,1
"Wytham_UK_P812096","immigrant",-0.0939594527866701,0.0854715399078139,0.02,0.98
"Wytham_UK_R639306","immigrant",0.338796818574514,0.102370944165339,1,0
"Wytham_UK_T176487","immigrant",-0.12618389051388,-0.0321089369591928,0.36,0.64
"Wytham_UK_T177665","immigrant",-0.0328175922874581,-0.113598074525397,0.28,0.72
"Wytham_UK_T177708","immigrant",-0.050101306489057,-0.12942620367176,0.4,0.6
"Wytham_UK_T177712","immigrant",0.322611178520009,0.096728399926318,1,0
"Wytham_UK_T550076","immigrant",0.472724101988414,0.103002974444169,1,0
"Wytham_UK_T640675","immigrant",-0.11386116891676,0.0228324594523076,0.26,0.74
"Wytham_UK_N199445","immigrant",0.171086436061774,0.0251149331969694,1,0
"Wytham_UK_R639013","immigrant",0.286863284321159,0.0747915813837633,1,0
"Wytham_UK_T177566","immigrant",-0.133061607072956,0.110916688948592,0.18,0.82
"Wytham_UK_T640769","immigrant",0.4349208742002,0.108570470378447,1,0
"Wytham_UK_T640800","immigrant",0.444061163447529,0.138231650257602,1,0
"Wytham_UK_X235628","immigrant",0.191437232644754,-0.00536657492821298,1,0
"Wytham_UK_X235629","immigrant",0.365609595595179,0.119333388780271,1,0
"Wytham_UK_X235630","immigrant",-0.000666266068711439,-0.0925208784873336,0.86,0.14
"Wytham_UK_X235631","immigrant",0.156704222577308,-0.0132907003339726,1,0
"Wytham_UK_X237908","immigrant",0.432339155115293,0.113827911931629,1,0
"Wytham_UK_X239717","immigrant",0.0833043951612795,-0.0454351425047144,0.96,0.04
"Wytham_UK_A225441","immigrant",0.367090976908811,0.113532166940676,1,0
"Wytham_UK_P439165","immigrant",0.245170326116277,0.0543886988487071,1,0
"Wytham_UK_P439195","immigrant",0.403950174931473,0.0831542486171338,1,0
"Wytham_UK_T176973","immigrant",0.021566190960005,-0.0480495549019649,0.76,0.24
"Wytham_UK_T177580","immigrant",-0.0561702289867488,-0.0741862496033589,0.2,0.8
"Wytham_UK_T640006","immigrant",0.379262270549316,0.0849167967968444,1,0
"Wytham_UK_E985073","immigrant",-0.0618449609077661,-0.15116968476991,1,0
"Wytham_UK_F952941","immigrant",0.376761723536488,0.0849742435679454,1,0
"Wytham_UK_J644998","immigrant",-0.119014696944555,-0.0416415157018798,0,1
"Wytham_UK_N200806","immigrant",-0.113387087046401,-0.109480437478786,0,1
"Wytham_UK_P812088","immigrant",0.0856562890583094,0.00270923009685204,0.96,0.04
"Wytham_UK_R639217","immigrant",0.440676308264295,0.118039741279068,1,0
"Wytham_UK_R639412","immigrant",0.101631051965111,0.00488262092485317,1,0
"Wytham_UK_T640234","immigrant",0.401233894418681,0.104381110136897,1,0
"Wytham_UK_T640348","immigrant",0.449096772979598,0.142088319210778,1,0
"Wytham_UK_E018352","immigrant",-0.118498059757027,0.0442793157903292,0,1
"Wytham_UK_J644935","immigrant",0.421016891557512,0.12196245196966,1,0
"Wytham_UK_N200712","immigrant",-0.096553898940039,-0.102236915683181,0,1
"Wytham_UK_T550019","immigrant",-0.0603814163702664,0.0927217269163609,0,1
"Wytham_UK_V729628","immigrant",-0.11535026482323,-0.123417678356934,0.46,0.54
"Wytham_UK_X235604","immigrant",-0.076796261579922,-0.149787669921063,1,0
"Wytham_UK_X239802","immigrant",0.427115815307702,0.0893769006561048,1,0
"Wytham_UK_X661866","immigrant",0.364218250727344,0.0949681397330059,1,0
"Wytham_UK_L315204","immigrant",-0.12786362580239,0.0285281709683551,0,1
"Wytham_UK_TP26294","immigrant",0.278932437922702,0.0730499269735582,1,0
"Wytham_UK_J644994","immigrant",-0.126303878483607,0.0812111697988228,0,1
"Wytham_UK_N199299","immigrant",-0.0880649995012858,-0.157300403629236,0.8,0.2
"Wytham_UK_N199650","immigrant",-0.085883967429315,-0.0809074275144526,0,1
"Wytham_UK_N200769","immigrant",-0.127142868591071,0.104449276358903,0,1
"Wytham_UK_N200906","immigrant",-0.0812269884954592,-0.168364841769862,1,0
"Wytham_UK_N200989","immigrant",-0.140460538287746,0.18917286583152,0,1
"Wytham_UK_N200991","immigrant",-0.0970911600630024,-0.121664034307924,0.4,0.6
"Wytham_UK_P439042","immigrant",0.0162817901929295,-0.116484155378549,0.7,0.3
"Wytham_UK_P812079","immigrant",-0.0280177409470476,-0.138536850921131,0.16,0.84
"Wytham_UK_R040074","immigrant",-0.178536264686448,0.121205970759946,0,1
"Wytham_UK_R040111","immigrant",-0.0918839089684826,-0.096576800730765,0.28,0.72
"Wytham_UK_R040112","immigrant",-0.0817940134423634,-0.144827971148821,0.02,0.98
"Wytham_UK_R639118","immigrant",0.479175155946493,0.148400303544292,1,0
"Wytham_UK_R639450","immigrant",-0.0986565241060618,-0.111292436346522,0,1
"Wytham_UK_T176864","immigrant",-0.0941743605759882,-0.115165526847239,0.14,0.86
"Wytham_UK_H300669","immigrant",0.0127141827901653,-0.100282128259631,0.94,0.06
"Wytham_UK_J644952","immigrant",-0.0707867951890172,-0.110433684113486,0.14,0.86
"Wytham_UK_P439580","immigrant",-0.170072999224831,0.223800231963828,0,1
"Wytham_UK_T640819","immigrant",-0.120394618959678,-0.103288902667163,0.02,0.98
"Wytham_UK_V729695","immigrant",0.141274026532489,0.000730097588512613,1,0
"Wytham_UK_X239701","immigrant",0.349062970654051,0.0954265422852968,1,0
"Wytham_UK_X239809","immigrant",0.213302502791097,0.0236914745534348,1,0
"Wytham_UK_X239901","immigrant",0.369034463780817,0.0960822952930559,1,0
"Wytham_UK_Y033835","immigrant",0.0316792708614299,-0.0230702548293416,1,0
"Wytham_UK_Y034702","immigrant",-0.0641917164184446,-0.0688335108714707,0.06,0.94
"Wytham_UK_Y034724","immigrant",0.0115143604656431,-0.0588797484102716,0.32,0.68
"Wytham_UK_TE80127","resident",-0.086112921354399,-0.111223838519317,0.08,0.92
"Wytham_UK_TK27850","resident",-0.150945697053829,0.154011795823844,0,1
"Wytham_UK_TK27676","resident",-0.246414804212695,0.358816377667745,0,1
"Wytham_UK_TL37539","resident",-0.148869656997155,0.149861348690465,0,1
"Wytham_UK_TE80569","resident",-0.123880822792903,0.114868017131487,0.02,0.98
"Wytham_UK_TK26361","resident",0.0084581366875477,-0.0258447848276693,0.6,0.4
"Wytham_UK_TJ26504","resident",-0.0305915258571661,-0.071030568194185,0.12,0.88
"Wytham_UK_TK25761","resident",0.00895202139237008,-0.0152377981388437,0.76,0.24
"Wytham_UK_TE79089","resident",-0.10337563284917,-0.0706400618564281,0.26,0.74
"Wytham_UK_TK26526","resident",-0.110124894636466,-0.104122826357634,1,0
"Wytham_UK_TA15724","resident",0.238485769108577,-0.0102406342161337,1,0
"Wytham_UK_TK25851","resident",-0.10506968795928,-0.100913356907905,0,1
"Wytham_UK_VT33709","resident",-0.199733838761368,0.256010809681096,0,1
"Wytham_UK_TL37664","resident",0.233524761442225,0.0245915039223655,1,0
"Wytham_UK_TB26672","resident",-0.0128075945348841,-0.125368854016002,1,0
"Wytham_UK_TA16845","resident",0.190767146016602,0.0200865829763874,1,0
"Wytham_UK_TK27679","resident",-0.161707874727711,0.196062372298868,0,1
"Wytham_UK_TK27406","resident",0.14499715428993,-0.00759787963035051,1,0
"Wytham_UK_TC59357","resident",-0.122547746678832,0.0898116258528836,0,1
"Wytham_UK_TL37795","resident",-0.204980217768064,0.2928890952969,0,1
"Wytham_UK_TE79646","resident",-0.0874316360651137,0.0490892102042297,0.38,0.62
"Wytham_UK_TB21524","resident",-0.0623559206595587,0.0129485603824086,0.34,0.66
"Wytham_UK_TC59648","resident",-0.1095038346895,0.0650328570416522,0.02,0.98
"Wytham_UK_TE80536","resident",-0.188959676686009,0.26308131244606,0,1
"Wytham_UK_TC58240","resident",-0.173498157513615,0.202302570412426,0,1
"Wytham_UK_TB26336","resident",-0.0670725261049802,-0.0700149602038436,0.16,0.84
"Wytham_UK_TA16125","resident",-0.132417481815915,0.073811394484378,0.02,0.98
"Wytham_UK_TE80458","resident",-0.152143739752711,0.120500876391115,0,1
"Wytham_UK_TC59394","resident",0.0477036889214205,-0.0712555226432005,0.98,0.02
"Wytham_UK_VR98182","resident",-0.115923114704656,-0.0427130341331425,0,1
"Wytham_UK_TE80684","resident",-0.0961099559577869,0.142639908646917,0,1
"Wytham_UK_TB26644","resident",0.0315388546006794,-0.0683790119937567,1,0
"Wytham_UK_TE79225","resident",-0.107448829290196,-0.122219871838871,0.04,0.96
"Wytham_UK_TL37067","resident",0.371415883855311,0.0871251734341008,1,0
"Wytham_UK_TC59491","resident",-0.137634664484496,0.19685266299094,0,1
"Wytham_UK_TE80533","resident",-0.088628685732782,-0.133103501025516,0.78,0.22
"Wytham_UK_VR98183","resident",0.100625800314055,-0.0434223262427781,1,0
"Wytham_UK_TE79554","resident",0.115089333354387,-0.048695806023655,1,0
"Wytham_UK_TE80229","resident",-0.0999448358920444,-0.0367668239294736,0.9,0.1
"Wytham_UK_TA15386","resident",-0.0934283728846268,-0.0962659051374219,0.04,0.96
"Wytham_UK_VR98038","resident",-0.191319208869375,0.23009388775874,0,1
"Wytham_UK_VR98262","resident",0.377068052525956,0.0804807853772505,1,0
"Wytham_UK_TC58372","resident",-0.0417751829885943,-0.0854596010601754,0.2,0.8
"Wytham_UK_TL39143","resident",-0.135873231380228,0.0579370550947848,0,1
"Wytham_UK_TK26257","resident",-0.0724380836244006,-0.122578656692998,0.04,0.96
"Wytham_UK_TK27416","resident",0.00226949802359331,0.0488586517730789,0.44,0.56
"Wytham_UK_TE80290","resident",-0.0714757562064833,-0.036056634770494,0,1
"Wytham_UK_TA16463","resident",-0.0911904649476663,-0.117364061066273,0.92,0.08
"Wytham_UK_VS83016","resident",-0.0589641173645706,-0.141661328167517,0,1
"Wytham_UK_TB26793","resident",0.357166516491726,0.0308072742907313,1,0
"Wytham_UK_TK26867","resident",-0.122092496033655,-0.116757094466154,0.32,0.68
"Wytham_UK_TJ26252","resident",-0.193852101097308,0.243941011928575,0,1
"Wytham_UK_TA16221","resident",-0.106091365087645,-0.0198244721816276,0,1
"Wytham_UK_TP25530","resident",-0.0573937798844791,-0.129812215382269,0.22,0.78
"Wytham_UK_VF63966","resident",0.39770428599371,0.131061743242573,1,0
"Wytham_UK_TB27177","resident",-0.101947965970819,-0.068916596431563,0,1
"Wytham_UK_TC58534","resident",-0.113309112005097,0.0829821846925259,0.14,0.86
"Wytham_UK_VR27854","resident",-0.162618913071546,0.14841065394329,0,1
"Wytham_UK_TC58018","resident",-0.0769672024625714,0.0852920530926694,0,1
"Wytham_UK_TC58469","resident",-0.0507996935881168,0.0347210403489843,0.46,0.54
"Wytham_UK_TK27533","resident",0.0221616324828385,-0.0661775240072717,0.06,0.94
"Wytham_UK_TJ25269","resident",-0.0580523165941773,0.0234777653607279,0.02,0.98
"Wytham_UK_TK25815","resident",-0.0107716683979589,-0.126253616858035,0,1
"Wytham_UK_TB27306","resident",-0.199088754916722,0.242482855758016,0,1
"Wytham_UK_TA16399","resident",-0.0127387737077115,-0.0407517022493203,1,0
"Wytham_UK_VE32620","resident",-0.198938163874715,0.293866081273167,0,1
"Wytham_UK_TB26724","resident",-0.179071453523154,0.175791673456811,0,1
"Wytham_UK_TL38174","resident",-0.109708666718142,-0.0591190960081544,0,1
"Wytham_UK_TC59481","resident",-0.0630596624827865,-0.0112360975857786,0.02,0.98
"Wytham_UK_TP28610","resident",-0.0917661833420361,-0.0716378087679301,0.08,0.92
"Wytham_UK_TC58369","resident",-0.00723495239366515,-0.1212362439891,0.02,0.98
"Wytham_UK_TA16440","resident",0.0112343228129972,0.015434756222041,0.16,0.84
"Wytham_UK_TE79305","resident",-0.108656013755212,0.0765219919412402,0.02,0.98
"Wytham_UK_TE80088","resident",0.0226688484093185,-0.0341415561286147,0.4,0.6
"Wytham_UK_TB27262","resident",-0.168986817425362,0.190158595852607,0,1
"Wytham_UK_TC58246","resident",0.217554030273781,0.0252544657802336,1,0
"Wytham_UK_TC58497","resident",0.0605714192175238,-0.0407363480267059,0.96,0.04
"Wytham_UK_TB26596","resident",-0.0220947198869257,-0.0730207656704825,1,0
"Wytham_UK_TC58076","resident",-0.0595122994473551,-0.0205466019844734,0,1
"Wytham_UK_VF63867","resident",-0.0202633709140873,-0.120364709760213,0.94,0.06
"Wytham_UK_TJ24564","resident",-0.0771419084904208,0.0259700394118252,1,0
"Wytham_UK_TK25667","resident",-0.144754071238973,0.128434275806069,0,1
"Wytham_UK_TC58340","resident",-0.166308197536075,0.165033896909453,0,1
"Wytham_UK_TJ24880","resident",0.429240111649527,0.120637396362248,1,0
"Wytham_UK_TK25875","resident",-0.0617426808515066,-0.139720957167455,0.88,0.12
"Wytham_UK_TK27529","resident",-0.0659118680795244,-0.102206907064806,0.26,0.74
"Wytham_UK_TB26583","resident",-0.114473466151357,0.0861486622918164,0,1
